COMUNE,FARMACIA,CL,INDIRIZZO,CAP,TELEFONO,PROVINCIA
GIBELLINA,Cusumano Ignazio,R,"Via Marinuzzi, 14",91024,0924-69660,Trapani
GIBELLINA,Gerardi Rosalia,R,"Via Colaianni, 1",91024,0924-67503,Trapani
MARSALA,Alagna del Dr. Manfredo N. Spadaro E C.,U,"Via Giuseppe Mazzini, 109 B/C",91025,0923-935289,Trapani
MARSALA,Ardizzone Antonio,R,"Contrada Berbarello, 133",91025,0923-969359,Trapani
MARSALA,Badaluccio Gian Paolo,U,Contrada S. Leonardo (Ettore Infersa),91025,0923-966056,Trapani
MARSALA,Bonfanti Sonia,U,"Via Trapani, 168/170",91025,0923-989924,Trapani
MARSALA,Calcagno delle Dr.sse Belfiore G.E.A:,U,"Via XI Maggio, 114",91025,0923-953254,Trapani
MARSALA,Cardella di Palazzotto Nadia,RS,"Contrada Ciavolotto, 263",91025,0923-984188,Trapani
MARSALA,De Vita Girolamo,U,"Contrada Rakalia, 121",91025,0923-995165,Trapani
MARSALA,Fici Agata,U,"Via XI Maggio, 70",91025,0923-953058,Trapani
MARSALA,Galatioto Giuseppe & C. S.A.S.,U,"Contrada Cuore Gesù, 560/A",91025,0923-741173,Trapani
MARSALA,Indelicato Vito Fabio,U,"Contrada Casazze, 364",91025,0923-967665,Trapani
MARSALA,Lembo Giuseppe e Alberto S.N.C.,U,"Contrada S. Giuseppe Tafalia, 162/A",91025,0923-987401,Trapani
MARSALA,Leone Francesca,U,"Contrada Fornara, 729",91025,0923-741714,Trapani
MARSALA,Nicotra Giovanna,U,"Piazza Caprera, 1",91025,0923-999080,Trapani
MARSALA,Pellegrino Carlo & C. S.N.C.,U,"Via Salemi, 588",91025,0923-991397,Trapani
MARSALA,Polizzotti Giuseppe,U,"Piazza Giacomo Matteotti, 13",91025,0923-953044,Trapani
MARSALA,Polizzotti Silvana,U,"Via Colocasio, 94",91025,0923-716282,Trapani
MARSALA,Rinaldo della Dr.ssa Cirami Serena,U,"Via Scipione l'Africano, 45",91025,0923-953272,Trapani
MARSALA,Sajeva Marianna,U,"Piazza del Popolo, 26",91025,0923-951539,Trapani
MARSALA,Scalia Giovanni,U,"Via Roma, 141",91025,0923-951822,Trapani
MARSALA,Titone Nicolò Michele,U,"Piazza Guglielmo Marconi, 66",91025,0923-951498,Trapani
MAZARA DEL VALLO,Accardi di Giuseppa e Marina S.N.C.,U,"Via Vittorio Veneto, 252",91026,0923-946046,Trapani
MAZARA DEL VALLO,Barracco Maria,U,"Via Madonna del Paradiso, 6",91026,0923-942613,Trapani
MAZARA DEL VALLO,Bono del Dr. Misuraca Fulvio,U,"Via Bessarione, 106",91026,0923-651220,Trapani
MAZARA DEL VALLO,Calabrese Giancarlo,U,"Via S. Giuseppe, 7",91026,0923-941469,Trapani
MAZARA DEL VALLO,Giubilato Gabriella,U,"Piazza Regina, 30",91026,0923-946314,Trapani
MAZARA DEL VALLO,Grimaudo Pietro,U,"Via Salemi, 185",91026,0923-949895,Trapani
MAZARA DEL VALLO,Farmacia Imam,U,"Piazza Imam al Mazzarri, 16/A",91026,0923-947200,Trapani
MAZARA DEL VALLO,Licari Maria Luisa & C. SNC,U,"Via Salemi, 101",91026,0923-947606,Trapani
MAZARA DEL VALLO,Lombardo Leopoldo Giuseppe,U,"Via San Pietro, 8/A",91026,0923-948230,Trapani
MAZARA DEL VALLO,Montalbano Armando & C. S.N.C.,U,"Via Siracusa, 41",91026,0923-945639,Trapani
MAZARA DEL VALLO,Pandolfo Rosanna,RS,"Via Marsala, 209",91026,0923-908159,Trapani
MAZARA DEL VALLO,Spanò di Elga e Valentina Spanò S.N.C.,U,"Via Vittorio Veneto, 27",91026,0923-941710,Trapani
PACECO,Accardo Biagia,U,"Via Tenente Montalto, 14",91027,0923-881044,Trapani
PACECO,Blunda del Dr. Roberto Blunda e C.,U,"Via Dante, 14",91027,0923-881268,Trapani
PACECO-DATTILO,Gervasi Antonina,RS,"Via Libertà, 55",91010,0923-861697,Trapani
PANTELLERIA,Gangi Domenico,U,"Via Castello, 2",91017,0923-911157,Trapani
PANTELLERIA,Greco Roberto,U,"Piazza Cavour, 27",91017,0923-911310,Trapani
PANTELLERIA,Oddo Filippo,RS,"Contrada Tracino, 75",91017,0923-915500,Trapani
PANTELLERIA,Asaro Mariella,RS,"Via Padre Piccirilli, 18",91017,0923-917002,Trapani
PARTANNA,Ciulla Nicola,U,"Via Giuseppe Garibaldi, 28",91028,0924-921300,Trapani
PARTANNA,Ciulla Rosalba,U,"Via Roma, 149",91028,0924-87363,Trapani
PARTANNA,Dia Rosanna,U,"Via Vittorio Emanuele, 75",91028,0924-49151,Trapani
PARTANNA,Galante Antonino,U,"Via La Masa, 63",91028,0924-49430,Trapani
PARTANNA,Rotolo Salvatore,U,"Viale Gramsci, 26",91028,0924-49297,Trapani
PETROSINO,Amato Matteo,U,"Via D, 33/A",91020,0923-985305,Trapani
POGGIOREALE,Di Giovanni Rosaria,RS,"Via Principe Morso Naselli, 3",91020,0924-75658,Trapani
SALAPARUTA,Siragusa Angela Clara,RS,"Via Antonello da Messina, 35",91020,0924-75627,Trapani
SALEMI,Aleci Salvatore,U,"Via Lo Presti, 230",91018,0924-64363,Trapani
SALEMI,Aleci Vincenzo,U,"Via Ettore Scimemi, 6",91018,0924-982352,Trapani
SALEMI,Rubino Caterina dei Dottori Favuzza,U,"Via Ettore Scimemi, 31",91018,0924-982434,Trapani
SALEMI,Spina Vito,U,"Via Matteotti, 71",91018,0924-982193,Trapani
SANTA NINFA,Barbiera A. & Conforto A. S.N.C.,U,"Via Palmiro Togliatti, 14",91029,0924-61411,Trapani
SANTA NINFA,Dallo Dalila,U,Via Santa Anna,91029,0924-61160,Trapani
S.VITO LA CAPO,Mabboni Eredi Dr. Guercio,R,"Via Margherita, 22",91010,0923-972205,Trapani
S.VITO LO CAPO-C.DA CASTELLUZZO,Spina Mario,RS,"Via C. Colombo, 310/A",91010,0923-975153,Trapani
TRAPANI,Maymone SNC,U,"Piazza G. Ciaccio Montalto, 15",91100,0923-22058,Trapani
TRAPANI,Alongi Gabriella,U,"Via Orti, 94",91100,0923-23759,Trapani
TRAPANI,Cammareri di Stefano Cammareri E C.,U,"Via Madonna di Fatima, 88",91100,0923-565175,Trapani
TRAPANI,Barbiera A. & Conforto A. S.N.C.,U,"Via Emilia Romagna, 24",91100,0923-555421,Trapani
TRAPANI,Fontana Daniela,U,"Viale Regina Margherita, 9",91100,0923-28373,Trapani
TRAPANI,Forgia Fabrizio,U,"Via Villarosina, 88",91100,0923-557979,Trapani
TRAPANI,Gallo Biagio & C. S.N.C.,U,"Via G.B. Fardella, 340",91100,0923-21522,Trapani
TRAPANI,Garraffa Vincenzo E C. S.A.S.,U,"Via G.B Fardella, 119",91100,0923-21577,Trapani
TRAPANI,Gianquinto Russo Michele & C. S.N.C.,U,"Via Conte A. Pepoli, 295",91100,0923-535458,Trapani
TRAPANI,Giglio Ruggiero & C. SNC,U,"Via Amm. Staiti, 21",91100,0923-21343,Trapani
TRAPANI,Guaiana di Concetta Vaccaro e C. SNC,U,"Via G.B. Fardella, 233",91100,0923-22688,Trapani
TRAPANI,Levante Rosaria & C. S.N.C.,U,"Via Michele Amari, 84",91100,0923-559502,Trapani
TRAPANI,Marini del Dr. Marini Luigi E C. S.N.C.,U,"Via F. De Roberto, 5",91100,0923-23069,Trapani
TRAPANI,Marini Sofia,U,"Corso Vittorio Emanuele, 117",91100,0923-21204,Trapani
TRAPANI,Occhipinti Vito & C. S.A.S.,U,"Corso Italia, 67",91100,0923-21663,Trapani
TRAPANI,Polizzotti Luisa,U,"Via Nicolò Burgio, 12",91100,0923-546498,Trapani
TRAPANI,Restivo Ilaria,U,"Via S. Francesco D'Assisi, 32",91100,0923-21563,Trapani
TRAPANI,Saccà Franco,U,"Via delle Oreadi, 37",91100,0923-559490,Trapani
TRAPANI,Vivona Antonio,U,"Via Virgilio, 41",91100,0923-28562,Trapani
TRAPANI-FULGATORE,Costa S.A.S. di Costa Carmelo & C.,RS,"Via Capitano Rizzo, 173",91010,0923-811018,Trapani
TRAPANI-MARAUSA,Casuccio Giuseppe E. C. S.A.S.,R,"Strada Gen. E. Rinaldi, 61",91020,0923-842641,Trapani
TRAPANI-RILIEVO,Armata Pietro,RS,"Via Marsala, 330",91020,0923-864227,Trapani
TRAPANI-XITTA,Barraco Maria & C. SNC,U,"Via Marsala, 144",91020,0923-532100,Trapani
VALDERICE,Bonanno Conti Cinzia,RS,"Via Asmara, 46",91019,0923-592262,Trapani
VALDERICE,Brigaglia del Dr. De Luca Marcello,U,"Via Vespri, 99/101",91019,0923-833800,Trapani
VALDERICE,Farina di Farina A.M. e Figlie S.N.C.,U,"Via Vespri, 263",91019,0923-836029,Trapani
VITA,Caputo Vincenzo,RS,"Viale Europa, 1",91010,0924-955116,Trapani
VITA,Pandolfo Ignazio,RS,"Via G. Garibaldi, 142",91010,0924-955125,Trapani
