PERIODO,TERRITORIO,PATOLOGIA,MASCHI,FEMMINE
2009-2017,83011,Malattie cerebrovascolari,15,43
2009-2017,83011,Malattie del sistema respiratorio,16,18
2009-2017,83011,Polmonite,6,3
2009-2017,83011,Malattie croniche delle basse vie respiratorie,5,4
2009-2017,83011,Malattie dell'apparato digerente,11,9
2009-2017,83011,Malattie epatiche croniche,5,3
2009-2017,83011,Malattie del sistema genitourinario,11,6
2009-2017,83011,Malattie del rene e dell'uretere,9,6
2009-2017,83011,"Sintomi, segni, risultati anomali e cause mal definite",16,22
2009-2017,83011,Cause esterne di traumatismo e avvelenamento,12,5
2009-2017,83011,Accidenti,11,5
2009-2017,83011,Accidenti di trasporto,1,1
2009-2017,83011,Cadute accidentali,8,3
2009-2017,83011,Avvelenamento accidentale,1,0
2009-2017,83011,Suicidio e autolesione intenzionale,1,0
2009-2017,83012,Tumore,13,11
2009-2017,83012,Tumori maligni,13,10
2009-2017,83012,"Tumori maligni delle labbra, cavità orale e faringe",0,1
2009-2017,83012,Tumori maligni dello stomaco,2,1
2009-2017,83012,Tumori maligni del retto e dell'ano,0,1
2009-2017,83012,Tumori maligni della laringe e della trachea/bronchi/polm.,5,0
2009-2017,83012,Tumori maligni del seno,0,3
2009-2017,83012,Tumori maligni dell'ovaio,0,1
2009-2017,83012,Tumori maligni della prostata,4,0
2009-2017,83012,Tumori maligni della vescica,1,0
2009-2017,83012,Tumori maligni del tessuto linfatico/ematopoietico,1,0
2009-2017,83012,"Malattie endocrine, nutrizionali e metaboliche",3,3
2009-2017,83012,Diabete mellito,3,3
2009-2017,83012,Malattie del sistema nervoso e degli organi di senso,1,1
2009-2017,83012,Malattie del sistema circolatorio,28,46
2009-2017,83012,Malattie ischemiche del cuore,3,5
2009-2017,83012,Altre malattie del cuore,2,8
2009-2017,83012,Malattie cerebrovascolari,17,24
2009-2017,83012,Malattie del sistema respiratorio,1,4
2009-2017,83012,Malattie croniche delle basse vie respiratorie,1,3
2009-2017,83012,Malattie dell'apparato digerente,1,6
2009-2017,83012,Malattie epatiche croniche,1,4
2009-2017,83012,Malattie della pelle e del tessuto sottocutaneo,0,1
2009-2017,83012,Malattie del sistema genitourinario,2,4
2009-2017,83012,Malattie del rene e dell'uretere,2,4
2009-2017,83012,"Sintomi, segni, risultati anomali e cause mal definite",1,2
2009-2017,83012,Cause esterne di traumatismo e avvelenamento,2,1
2009-2017,83012,Accidenti,1,1
2009-2017,83012,Cadute accidentali,0,1
2009-2017,83012,Suicidio e autolesione intenzionale,1,0
2009-2017,83013,Tumore,17,12
2009-2017,83013,Tumori maligni,16,11
2009-2017,83013,"Tumori maligni delle labbra, cavità orale e faringe",2,0
2009-2017,83013,Tumori maligni dello stomaco,1,0
2009-2017,83013,Tumori maligni del colon,3,2
2009-2017,83013,Tumori maligni del fegato e dei dotti biliari intraepatici,1,0
2009-2017,83013,Tumori maligni del pancreas,0,1
2009-2017,83013,Tumori maligni della laringe e della trachea/bronchi/polm.,2,0
2009-2017,83013,Tumori maligni del seno,0,1
2009-2017,83013,Tumori maligni dell'ovaio,0,1
2009-2017,83013,Tumori maligni della prostata,1,0
2009-2017,83013,Tumori maligni della vescica,2,0
2009-2017,83013,Tumori maligni del tessuto linfatico/ematopoietico,1,1
2009-2017,83013,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,0
2009-2017,83013,"Malattie endocrine, nutrizionali e metaboliche",10,5
2009-2017,83013,Diabete mellito,9,5
2009-2017,83013,Disturbi psichici e comportamentali,2,1
2009-2017,83013,Malattie del sistema nervoso e degli organi di senso,2,4
2009-2017,83013,Malattie del sistema circolatorio,34,35
2009-2017,83013,Malattie ischemiche del cuore,6,1
2009-2017,83013,Altre malattie del cuore,12,10
2009-2017,83013,Malattie cerebrovascolari,8,10
2009-2017,83013,Malattie del sistema respiratorio,8,5
2009-2017,83013,Polmonite,2,2
2009-2017,83013,Malattie croniche delle basse vie respiratorie,4,2
2009-2017,83013,Malattie dell'apparato digerente,4,2
2009-2017,83013,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,83013,Malattie epatiche croniche,2,0
2009-2017,83013,Malattie della pelle e del tessuto sottocutaneo,0,1
2009-2017,83013,Malattie del sistema genitourinario,1,2
2009-2017,83013,Malattie del rene e dell'uretere,1,2
2009-2017,83013,"Sintomi, segni, risultati anomali e cause mal definite",2,0
2009-2017,83013,Cause esterne di traumatismo e avvelenamento,5,3
2009-2017,83013,Accidenti,4,3
2009-2017,83013,Cadute accidentali,4,3
2009-2017,83013,Suicidio e autolesione intenzionale,1,0
2009-2017,83014,Tumore,59,37
2009-2017,83014,Tumori maligni,57,33
2009-2017,83014,"Tumori maligni delle labbra, cavità orale e faringe",1,0
2009-2017,83014,Tumori maligni dell'esofago,1,0
2009-2017,83014,Tumori maligni dello stomaco,2,3
2009-2017,83014,Tumori maligni del colon,7,3
2009-2017,83014,Tumori maligni del retto e dell'ano,1,0
2009-2017,83014,Tumori maligni del fegato e dei dotti biliari intraepatici,0,4
2009-2017,83014,Tumori maligni del pancreas,3,3
2009-2017,83014,Tumori maligni della laringe e della trachea/bronchi/polm.,11,3
2009-2017,83014,Tumori maligni della cute,0,1
2009-2017,83014,Tumori maligni del seno,0,2
2009-2017,83014,Tumori maligni di altre parti dell'utero,0,2
2009-2017,83014,Tumori maligni dell'ovaio,0,3
2009-2017,83014,Tumori maligni della prostata,13,0
2009-2017,83014,Tumori maligni della vescica,5,2
2009-2017,83014,Tumori maligni del tessuto linfatico/ematopoietico,4,2
2009-2017,83014,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,2,2
2009-2017,83014,"Malattie endocrine, nutrizionali e metaboliche",8,18
2009-2017,83014,Diabete mellito,8,17
2009-2017,83014,Disturbi psichici e comportamentali,4,11
2009-2017,83014,Malattie del sistema nervoso e degli organi di senso,3,3
2009-2017,83014,Malattie del sistema circolatorio,76,122
2009-2017,83014,Malattie ischemiche del cuore,33,50
2009-2017,83014,Altre malattie del cuore,10,14
2009-2017,83014,Malattie cerebrovascolari,22,43
2009-2017,83014,Malattie del sistema respiratorio,6,16
2009-2017,83014,Polmonite,0,2
2009-2017,83014,Malattie croniche delle basse vie respiratorie,3,7
2009-2017,83014,Malattie dell'apparato digerente,7,5
2009-2017,83014,Malattie epatiche croniche,4,1
2009-2017,83014,Malattie del sistema genitourinario,3,3
2009-2017,83014,Malattie del rene e dell'uretere,3,3
2009-2017,83014,"Sintomi, segni, risultati anomali e cause mal definite",3,1
2009-2017,83014,Cause esterne di traumatismo e avvelenamento,7,7
2009-2017,83014,Accidenti,3,7
2009-2017,83014,Accidenti di trasporto,0,1
2009-2017,83014,Cadute accidentali,2,4
2009-2017,83014,Suicidio e autolesione intenzionale,4,0
2009-2017,83015,Tumore,12,12
2009-2017,83015,Tumori maligni,12,12
2009-2017,83015,Tumori maligni dello stomaco,0,1
2009-2017,83015,Tumori maligni del colon,2,0
2009-2017,83015,Tumori maligni del pancreas,0,1
2009-2017,83015,Tumori maligni della laringe e della trachea/bronchi/polm.,3,2
2009-2017,83015,Tumori maligni della cute,1,0
2009-2017,83015,Tumori maligni del seno,0,3
2009-2017,83015,Tumori maligni di altre parti dell'utero,0,2
2009-2017,83015,Tumori maligni della prostata,3,0
2009-2017,83015,Tumori maligni del tessuto linfatico/ematopoietico,0,2
2009-2017,83015,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,1
2009-2017,83015,"Malattie endocrine, nutrizionali e metaboliche",7,3
2009-2017,83015,Diabete mellito,7,3
2009-2017,83015,Malattie del sistema nervoso e degli organi di senso,3,0
2009-2017,83015,Meningite (diverso da 03),1,0
2009-2017,83015,Malattie del sistema circolatorio,18,20
2009-2017,83015,Malattie ischemiche del cuore,4,1
2009-2017,83015,Altre malattie del cuore,4,1
2009-2017,83015,Malattie cerebrovascolari,4,9
2009-2017,83015,Malattie del sistema respiratorio,5,4
2009-2017,83015,Polmonite,1,0
2009-2017,83015,Malattie croniche delle basse vie respiratorie,4,4
2009-2017,83015,Malattie dell'apparato digerente,3,2
2009-2017,83015,Malattie epatiche croniche,2,0
2009-2017,83015,Malattie del sistema genitourinario,2,0
2009-2017,83015,Malattie del rene e dell'uretere,2,0
2009-2017,83015,"Sintomi, segni, risultati anomali e cause mal definite",1,1
2009-2017,83015,Cause esterne di traumatismo e avvelenamento,3,3
2009-2017,83015,Accidenti,2,3
2009-2017,83015,Accidenti di trasporto,1,0
2009-2017,83015,Cadute accidentali,1,3
2009-2017,83015,Suicidio e autolesione intenzionale,1,0
2009-2017,83016,Tumore,38,28
2009-2017,83016,Tumori maligni,38,28
2009-2017,83016,Tumori maligni dell'esofago,1,0
2009-2017,83016,Tumori maligni dello stomaco,2,1
2009-2017,83016,Tumori maligni del colon,4,7
2009-2017,83016,Tumori maligni del retto e dell'ano,1,0
2009-2017,83016,Tumori maligni del fegato e dei dotti biliari intraepatici,2,2
2009-2017,83016,Tumori maligni della laringe e della trachea/bronchi/polm.,11,2
2009-2017,83016,Tumori maligni del seno,0,5
2009-2017,83016,Tumori maligni dell'ovaio,0,2
2009-2017,83016,Tumori maligni della prostata,5,0
2009-2017,83016,Tumori maligni del rene,0,1
2009-2017,83016,Tumori maligni della vescica,2,0
2009-2017,83016,Tumori maligni del tessuto linfatico/ematopoietico,5,6
2009-2017,83016,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,2,2
2009-2017,83016,"Malattie endocrine, nutrizionali e metaboliche",10,17
2009-2017,83016,Diabete mellito,10,16
2009-2017,83016,Disturbi psichici e comportamentali,1,0
2009-2017,83016,Malattie del sistema nervoso e degli organi di senso,1,1
2009-2017,83016,Malattie del sistema circolatorio,57,114
2009-2017,83016,Malattie ischemiche del cuore,17,33
2009-2017,83016,Altre malattie del cuore,17,34
2009-2017,83016,Malattie cerebrovascolari,14,32
2009-2017,83016,Malattie del sistema respiratorio,9,10
2009-2017,83016,Polmonite,1,4
2009-2017,83016,Malattie croniche delle basse vie respiratorie,4,3
2009-2017,83016,Malattie dell'apparato digerente,7,7
2009-2017,83016,Malattie epatiche croniche,2,4
2009-2017,83016,Malattie del sistema genitourinario,6,9
2009-2017,83016,Malattie del rene e dell'uretere,5,8
2009-2017,83016,Alcune condizioni che hanno origine nel periodo perinatale,0,1
2009-2017,83016,"Sintomi, segni, risultati anomali e cause mal definite",6,3
2009-2017,83016,Cause esterne di traumatismo e avvelenamento,9,7
2009-2017,83016,Accidenti,6,6
2009-2017,83016,Cadute accidentali,5,5
2009-2017,83016,Suicidio e autolesione intenzionale,1,1
2009-2017,83016,Eventi di intento indeterminato,1,0
2009-2017,83017,Malattie infettive e parassitarie,0,1
2009-2017,83017,Tumore,33,30
2009-2017,83017,Tumori maligni,32,30
2009-2017,83017,"Tumori maligni delle labbra, cavità orale e faringe",0,1
2009-2017,83017,Tumori maligni dello stomaco,0,1
2009-2017,83017,Tumori maligni del colon,4,4
2009-2017,83017,Tumori maligni del fegato e dei dotti biliari intraepatici,2,1
2009-2017,83017,Tumori maligni del pancreas,5,3
2009-2017,83017,Tumori maligni della laringe e della trachea/bronchi/polm.,6,1
2009-2017,83017,Tumori maligni della cute,1,1
2009-2017,83017,Tumori maligni del seno,0,2
2009-2017,83017,Tumori maligni della cervice uterina,0,1
2009-2017,83017,Tumori maligni di altre parti dell'utero,0,3
2009-2017,83017,Tumori maligni della prostata,5,0
2009-2017,83017,Tumori maligni della vescica,2,1
2009-2017,83017,Tumori maligni del tessuto linfatico/ematopoietico,3,3
2009-2017,83017,"Malattie endocrine, nutrizionali e metaboliche",1,8
2009-2017,83017,Diabete mellito,1,8
2009-2017,83017,Disturbi psichici e comportamentali,0,1
2009-2017,83017,Malattie del sistema nervoso e degli organi di senso,3,4
2009-2017,83017,Malattie del sistema circolatorio,48,56
2009-2017,83017,Malattie ischemiche del cuore,18,15
2009-2017,83017,Altre malattie del cuore,10,12
2009-2017,83017,Malattie cerebrovascolari,16,19
2009-2017,83017,Malattie del sistema respiratorio,28,20
2009-2017,83017,Polmonite,0,7
2009-2017,83017,Malattie croniche delle basse vie respiratorie,13,13
2009-2017,83017,Asma,0,1
2009-2017,83017,Malattie dell'apparato digerente,4,1
2009-2017,83017,Malattie epatiche croniche,3,1
2009-2017,83017,Malattie del sistema osteomuscolare e del tessuto connettivo,0,1
2009-2017,83017,Malattie del sistema genitourinario,0,4
2009-2017,83017,Malattie del rene e dell'uretere,0,4
2009-2017,83017,"Sintomi, segni, risultati anomali e cause mal definite",2,8
2009-2017,83017,Cause esterne di traumatismo e avvelenamento,2,4
2009-2017,83017,Accidenti,1,3
2009-2017,83017,Cadute accidentali,1,3
2009-2017,83017,Suicidio e autolesione intenzionale,1,0
2009-2017,83018,Tumore,8,0
2009-2017,83018,Tumori maligni,8,0
2009-2017,83018,Tumori maligni del pancreas,1,0
2009-2017,83018,Tumori maligni della laringe e della trachea/bronchi/polm.,2,0
2009-2017,83018,Tumori maligni della prostata,1,0
2009-2017,83018,Tumori maligni del rene,1,0
2009-2017,83018,"Malattie endocrine, nutrizionali e metaboliche",1,2
2009-2017,83018,Diabete mellito,1,2
2009-2017,83018,Malattie del sistema nervoso e degli organi di senso,1,1
2009-2017,83018,Malattie del sistema circolatorio,11,14
2009-2017,83018,Malattie ischemiche del cuore,4,1
2009-2017,83018,Altre malattie del cuore,2,1
2009-2017,83018,Malattie cerebrovascolari,1,7
2009-2017,83018,Malattie del sistema respiratorio,3,1
2009-2017,83018,Malattie croniche delle basse vie respiratorie,2,1
2009-2017,83018,Malattie dell'apparato digerente,2,0
2009-2017,83018,Malattie epatiche croniche,1,0
2009-2017,83018,Malattie del sistema genitourinario,2,0
2009-2017,83018,Malattie del rene e dell'uretere,2,0
2009-2017,83018,"Sintomi, segni, risultati anomali e cause mal definite",2,0
2009-2017,83018,Cause esterne di traumatismo e avvelenamento,1,0
2009-2017,83018,Accidenti,1,0
2009-2017,83018,Accidenti di trasporto,1,0
2009-2017,83019,Malattie infettive e parassitarie,1,1
2009-2017,83019,Tumore,47,23
2009-2017,83019,Tumori maligni,47,23
2009-2017,83019,Tumori maligni dello stomaco,1,0
2009-2017,83019,Tumori maligni del colon,9,2
2009-2017,83019,Tumori maligni del retto e dell'ano,1,1
2009-2017,83019,Tumori maligni del fegato e dei dotti biliari intraepatici,1,1
2009-2017,83019,Tumori maligni del pancreas,2,1
2009-2017,83019,Tumori maligni della laringe e della trachea/bronchi/polm.,12,2
2009-2017,83019,Tumori maligni della cute,1,0
2009-2017,83019,Tumori maligni del seno,0,6
2009-2017,83019,Tumori maligni di altre parti dell'utero,0,2
2009-2017,83019,Tumori maligni dell'ovaio,0,1
2009-2017,83019,Tumori maligni della prostata,8,0
2009-2017,83019,Tumori maligni del rene,2,0
2009-2017,83019,Tumori maligni della vescica,1,1
2009-2017,83019,Tumori maligni del tessuto linfatico/ematopoietico,2,1
2009-2017,83019,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,5
2009-2017,83019,"Malattie endocrine, nutrizionali e metaboliche",7,5
2009-2017,83019,Diabete mellito,7,5
2009-2017,83019,Disturbi psichici e comportamentali,1,1
2009-2017,83019,Malattie del sistema nervoso e degli organi di senso,1,2
2009-2017,83019,Malattie del sistema circolatorio,60,86
2009-2017,83019,Malattie ischemiche del cuore,16,16
2009-2017,83019,Altre malattie del cuore,12,18
2009-2017,83019,Malattie cerebrovascolari,7,14
2009-2017,83019,Malattie del sistema respiratorio,10,11
2009-2017,83019,Polmonite,1,3
2009-2017,83019,Malattie croniche delle basse vie respiratorie,6,1
2009-2017,83019,Malattie dell'apparato digerente,3,5
2009-2017,83019,Malattie epatiche croniche,2,2
2009-2017,83019,Malattie del sistema genitourinario,1,8
2009-2017,83019,Malattie del rene e dell'uretere,1,6
2009-2017,83019,Alcune condizioni che hanno origine nel periodo perinatale,1,2
2009-2017,83019,"Sintomi, segni, risultati anomali e cause mal definite",1,0
2009-2017,83019,Cause esterne di traumatismo e avvelenamento,7,5
2009-2017,83019,Accidenti,6,5
2009-2017,83019,Accidenti di trasporto,1,2
2009-2017,83019,Cadute accidentali,3,3
2009-2017,83019,Suicidio e autolesione intenzionale,1,0
2009-2017,83020,Tumore,26,20
2009-2017,83020,Tumori maligni,25,20
2009-2017,83020,Tumori maligni dello stomaco,2,0
2009-2017,83020,Tumori maligni del colon,1,2
2009-2017,83020,Tumori maligni del retto e dell'ano,1,1
2009-2017,83020,Tumori maligni del fegato e dei dotti biliari intraepatici,1,0
2009-2017,83020,Tumori maligni del pancreas,1,2
2009-2017,83020,Tumori maligni della laringe e della trachea/bronchi/polm.,5,4
2009-2017,83020,Tumori maligni del seno,0,4
2009-2017,83020,Tumori maligni di altre parti dell'utero,0,3
2009-2017,83020,Tumori maligni dell'ovaio,0,1
2009-2017,83020,Tumori maligni della prostata,4,0
2009-2017,83020,Tumori maligni del rene,1,0
2009-2017,83020,Tumori maligni della vescica,2,0
2009-2017,83020,Tumori maligni del tessuto linfatico/ematopoietico,4,0
2009-2017,83020,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,0
2009-2017,83020,"Malattie endocrine, nutrizionali e metaboliche",11,8
2009-2017,83020,Diabete mellito,11,8
2009-2017,83020,Disturbi psichici e comportamentali,2,2
2009-2017,83020,Malattie del sistema nervoso e degli organi di senso,1,1
2009-2017,83020,Malattie del sistema circolatorio,52,54
2009-2017,83020,Malattie ischemiche del cuore,23,18
2009-2017,83020,Altre malattie del cuore,3,3
2009-2017,83020,Malattie cerebrovascolari,15,19
2009-2017,83020,Malattie del sistema respiratorio,15,7
2009-2017,83020,Polmonite,2,2
2009-2017,83020,Malattie croniche delle basse vie respiratorie,9,4
2009-2017,83020,Malattie dell'apparato digerente,7,3
2009-2017,83020,Malattie epatiche croniche,2,0
2009-2017,83020,Malattie del sistema genitourinario,0,3
2009-2017,83020,Malattie del rene e dell'uretere,0,3
